Title,Year,Author,Publisher,Page Number,Type,Text Content,Figure Number,Image Key,Image URL,Image Description
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,34,Image,NA,171,HOTW-Figures/pg_34_img_171.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_34_img_171.png,"Figure 171 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the concept of the ""abscissa,"" defined as a segment of a wing vein delineated by the intersection of other veins. The figure prominently features labeled components, including various wing veins and their intersections, which serve to clarify the structural composition of insect wings, particularly in Hymenoptera. The arrows indicate the segments of the abscissa, emphasizing their role in understanding wing venation patterns. This visualization aids in the study of insect morphology, illustrating how the configuration of wing veins contributes to flight dynamics and classification in the Hymenoptera order. The clear delineation of terms and components enhances comprehension of entomological terminology, making it a valuable reference for both researchers and students in the field."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,34,Image,NA,172,HOTW-Figures/pg_34_img_172.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_34_img_172.png,"Figure 172 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the concept of the ""adventitious vein"" in insect wing morphology. The figure depicts a wing with key labeled components that emphasize the unique structure of the adventitious vein. This vein is distinguished as it is not homologous with any standard wing vein, highlighting its significance in identifying diverse adaptations in Hymenoptera. Key labeled elements include the adventitious vein itself, indicated by an arrow, showing its position relative to other wing veins, which aids in understanding variations in wing structure among different species. This concise representation enhances the study of evolutionary relationships and functional adaptations in wing design, marking its relevance in entomological research."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,34,Image,NA,173,HOTW-Figures/pg_34_img_173.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_34_img_173.png,"Figure 173 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the concept of ""annulate,"" describing structures that are formed in ring-like segments or color patterns. The figure prominently features a labeled anatomical structure, highlighting the segmented morphology typical of annulate forms. 

Key labeled components include the segmented appendages and the marked area denoting the annulate pattern, which is critical for understanding the classification and identification of certain Hymenoptera species. The illustration also emphasizes the overarching significance of morphological traits in determining relationships among different taxa. Overall, this figure serves as a visual reference for recognizing and differentiating annulate characteristics in various species within the Hymenoptera order."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,34,Image,NA,174,HOTW-Figures/pg_34_img_174.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_34_img_174.png,"Figure 174 from *Hymenoptera of the World* (1993) by Charles D. Michener illustrates the anatomy of an insect's antenna, highlighting its role as a paired sensory appendage located between the compound eyes. The figure identifies three key components: the scape, pedicel, and flagellum. 

The scape is the basal segment that is attached to the head, providing structural support and muscle attachment. The pedicel is the second segment, housing intrinsic muscles that enable movement and orientation. The flagellum is the elongated, multi-segmented portion responsible for sensory functions, enhancing the insect's ability to detect environmental stimuli. Together, these components demonstrate the antenna's complex structure and its vital role in sensory perception for insects, essential for navigation, foraging, and communication within their ecological context."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,35,Image,NA,21,HOTW-Figures/pg_35_img_21.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_35_img_21.png,"Figure 21 from *Hymenoptera of the World (1993)* by Charles D. Michener illustrates the concept of the ""areola"" in the context of Ichneumonidae. This figure highlights the median area of the propodeum that is enclosed by ridges, which is crucial for understanding the anatomical characteristics of this family of wasps. Key labeled components include the ridges that define the boundaries of the areola, which serve as important morphological features for taxonomic classification. The delineation of the areola contributes to the overall structural integrity of the propodeum and aids in the identification of various Ichneumonidae species. By emphasizing the areola's position and structure, the figure enhances comprehension of the complex anatomy found within Hymenoptera, facilitating further studies in entomology and biodiversity."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,35,Image,NA,22,HOTW-Figures/pg_35_img_22.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_35_img_22.png,"Figure 22 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the wing structure of the Ichneumonidae family, specifically highlighting the areolet, a small cell located centrally within the fore wing. The figure emphasizes the first radial sector cell, significant for its role in distinguishing various Hymenoptera taxa. Key labeled components include the areolet itself, which is essential for understanding the functional morphology of hymenopteran wings, and the surrounding wing veins that support its structural integrity. This detailed depiction aids in identifying the structural variations within Ichneumonidae, crucial for taxonomic classification and evolutionary studies. The clarity of the labeled parts enhances the educational value for entomologists examining wing morphology within this diverse group of insects."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,35,Image,NA,23,HOTW-Figures/pg_35_img_23.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_35_img_23.png,"Figure 23 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the arolia, a crucial anatomical feature in certain insect species. The figure showcases a pad-like median lobe located between the tarsal claws, indicated by an arrow. This lobe, referred to as the arolium (plural: arolia), plays an important role in adhesion during locomotion, aiding in the insect's ability to navigate various surfaces. The illustration emphasizes the structural relationship between the arolium and the tarsal claws, highlighting their significance in the overall functioning and adaptive strategies of Hymenoptera. Understanding these components is essential for comprehending the evolutionary adaptations of these insects."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,35,Image,NA,24,HOTW-Figures/pg_35_img_24.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_35_img_24.png,"Figure 24 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the axilla, an important anatomical feature in certain insect groups. The axilla is depicted as a triangular structure on the dorsal side of the thorax, specifically at the junction of the mesonotum and scutellum. Key labeled components include the mesocutum, which is the central region of the thorax, and the scutellum, located posteriorly. The axilla's significance lies in its role in facilitating transscutal articulation, a crucial adaptation for the mobility of the wings in flying insects. This articulation allows the mesonotum and scutellum to move independently, which can enhance maneuverability during flight. By providing a visual representation of these relationships, Figure 24 serves as a valuable reference for understanding the functional anatomy of Hymenoptera and their evolutionary adaptations."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,35,Image,NA,25,HOTW-Figures/pg_35_img_25.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_35_img_25.png,"Figure 25 from *Hymenoptera of the World* (1993) by Charles D. Michener illustrates the axillula in the superfamily Chalcidoidea, specifically the lateral subdivision of the scutellum. The figure features key labeled components, notably the axillulae, highlighted by shaded regions that denote their anatomical significance. These axillulae are crucial for understanding the structural differentiation within the scutellum and provide insight into the evolutionary traits of Chalcidoidea. The longitudinal line that delimits the axillulae helps clarify their boundaries, emphasizing the morphology that is characteristic of this group of wasps. This illustration serves as a vital reference for entomologists studying Hymenoptera, showcasing the diverse anatomical features that contribute to their classification and ecological roles."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,35,Image,NA,26,HOTW-Figures/pg_35_img_26.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_35_img_26.png,"Figure 26 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the **basitibial plate** in the superfamily Apioidea. This figure highlights the specific anatomical feature located on the dorsal surface of the metatibia, which is critical for understanding the morphology of these insects. 

Key labeled components include the **basitibial plate**, described as a small, flat, hairless region situated at the base of the metatibia. This feature plays a significant role in the functionality of the hind leg in various Apioidea species, influencing their movement and interaction with their environment. The illustration conveys the location and structure effectively, aiding in the identification and classification of this group within Hymenoptera. Understanding the basitibial plate's characteristics enhances our knowledge of the evolutionary adaptations of these insects."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,35,Image,NA,27,HOTW-Figures/pg_35_img_27.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_35_img_27.png,"Figure 27 from *Hymenoptera of the World* (1993) by Charles D. Michener illustrates the concept of ""bulla"" in the context of the Ichneumonidae family. This figure depicts a wing structure highlighting the unpigmented area of a vein crossed by a wing fold or line of flexion. 

Key labeled components include the outlined bulla region, which indicates where the underlying wing vein intersects with the flexion line, signifying its importance in wing mechanics and functionality. The arrows emphasize the structural features associated with this area, which are crucial for understanding the aerodynamics and movement of Ichneumonidae species during flight. This visual representation aids in identifying morphological characteristics pertinent to the classification and study of these insects within the Hymenoptera order."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,36,Image,NA,28,HOTW-Figures/pg_36_img_28.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_36_img_28.png,"Figure 28 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the basal part of the maxilla, a critical structure in the anatomy of Hymenoptera. The figure features two distinct views: the top view presents the maxilla with a clearly defined labeled component indicating the cardo, which serves as a primary point of attachment for muscles that facilitate movement. The bottom view showcases the maxilla's overall arrangement, emphasizing its functional importance in feeding mechanisms and manipulation of food. The arrows in the figure direct attention to specific anatomical features, enhancing understanding of the maxilla's role in the insect's physiology. This figure is essential for entomologists studying the morphology and behavioral adaptations of Hymenoptera."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,36,Image,NA,29,HOTW-Figures/pg_36_img_29.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_36_img_29.png,"Figure 29 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the concept of a ""cell"" in insect wing morphology. The figure emphasizes the area between the veins of a wing, defined as a ""cell"" when it is completely enclosed by veins. Key labeled components include the prominent wing veins that delineate these cells, showcasing their structural importance. The arrows indicate the direction of airflow or movement, underlining the functional relevance of these wing cells in flight dynamics. The figure notes that a cell is considered open if it lacks complete vein enclosure. This depiction provides pivotal insight into insect morphology, emphasizing the relationship between vein structure and wing functionality."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,36,Image,NA,30,HOTW-Figures/pg_36_img_30.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_36_img_30.png,"Figure 30 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the anatomical feature known as the ""cenchrus"" in the order Hymenoptera, specifically within the group Symphyta. This figure presents a detailed view of the cenchrus, characterized as a paired, circular, or oval structure located on the sublateral portion of the metascutum. 

Key labeled components include the cenchrus, which is significant for its role in insect morphology and classification, particularly among Symphyta. Understanding this structure aids in identifying various species within this subgroup. The figure emphasizes the relationship between the cenchrus and surrounding anatomical features, enhancing comprehension of the insect’s overall structure and contributing to taxonomic studies. The clear depiction and labeling offer a valuable resource for entomologists and researchers focusing on Hymenoptera morphology and taxonomy."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,36,Image,NA,31,HOTW-Figures/pg_36_img_31.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_36_img_31.png,"Figure 31 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the cerci, which are paired, posterior sensory appendages located on the last abdominal segment of certain insects. The figure features two drawings of cerci: the upper image presents a lateral view, while the lower image shows a dorsal view. Key labeled components include the segmented structure of the cerci, which usually bears several setae, highlighting its sensory functions. The significance of these appendages lies in their role as sensory organs, aiding in communication and environmental detection for the insect. Additionally, the depiction emphasizes how, with the reduction of the apical segments of the metasoma, the cerci can appear to be located on a more anterior segment, providing insight into the morphological adaptations within this group. This comprehensive representation aids in the understanding of hymenopteran anatomy and evolutionary biology."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,36,Image,NA,32,HOTW-Figures/pg_36_img_32.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_36_img_32.png,"Figure 32 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the chela, a modified tarsus found in the Dryinidae family of wasps. This figure highlights the anatomical specialization of the apical tarsomere, which forms a distinct clasping structure that functions as a pincer. The key labeled components include the apical tarsomere, which is identified as crucial for grasping, and the opposing tarsal claw, necessary for effective manipulation during prey capture or other functionalities. The significance of these adaptations lies in their role in enhancing the wasp's predatory capabilities, providing insight into evolutionary traits that facilitate survival within their ecological niche. The diagram serves as an essential reference for understanding the morphological traits that define Dryinidae."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,37,Image,NA,33,HOTW-Figures/pg_37_img_33.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_37_img_33.png,"Figure 33 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the claval fold in the forewing of wasps. This figure highlights the distinct furrow that runs anterior to and parallels vein 1A, extending toward the claval notch on the wing margin. Key components include the labeled claval fold and vein 1A, which are critical for understanding the structural adaptations of wasp wings. The claval fold serves an important role in wing folding and manipulation during flight, while vein 1A is essential for wing integrity and strength. The diagram thus provides valuable insight into the morphological features that contribute to the functionality of wasp wings, aiding in the identification and classification of various Hymenoptera."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,37,Image,NA,34,HOTW-Figures/pg_37_img_34.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_37_img_34.png,"Figure 34 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the claval lobe of a wing, focusing on its anatomical positioning and significance within Hymenoptera. The figure presents two wing illustrations: the upper part displays the wing's top view, while the lower part reveals a side view. The claval lobe, indicated by arrows, is identified as the posterior portion of the wing located behind the claval fold and anterior to the jugal fold, should it be present.

Key labeled components include the claval lobe itself, defined for its role in aerodynamics and stability during flight. Additionally, the claval fold and jugal fold are also noted, highlighting their anatomical relationships. Understanding these components is crucial for taxonomic classification and the study of insect flight mechanics. This figure serves as a valuable reference for entomologists and researchers studying wing morphology in hymenopteran species."
