Title,Year,Author,Publisher,Page Number,Type,Text Content,Figure Number,Image Key,Image URL,Image Description
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,20.0,Image,,2,HOTW-Figures/pg_20_img_2.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_20_img_2.png,"Fig. 2 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the main morphological divisions and structures of a species of Symphyta, Aglosaxigma quatuordecimpunctatum (Norton) from a dorsal perspective. The figure is divided into key labeled components: 

1. **Scape** - the long basal segment of the antenna.
2. **Mesoscutum** - the central dorsal area of the thorax, critical for wing attachment.
3. **Tegula** - small, plate-like structures aiding in wing movement.
4. **Notalulus** - a groove indicating the separation of thoracic segments.
5. **Cenchrus** - an accessory structure that may assist in locomotion.
6. **Metascutum** - the posterior part of the thorax, important for structural integrity.
7. **Abdominal Segments** (1-10) - each segment plays distinct roles in reproduction and movement.
8. **Cercus** - sensory appendages at the rear, aiding in environmental navigation.
9. **Ovipositor Sheath** - necessary for egg-laying, critical for species reproduction.

This detailed diagram enhances understanding of Hymenoptera anatomy and its ecological adaptations."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,21.0,Image,,3,HOTW-Figures/pg_21_img_3.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_21_img_3.png,"Figure 3 from ""Hymenoptera of the World"" (1993) by Charles D. Michener illustrates the main morphological divisions and structures of a species of Symphyta, specifically *Aglaostigma quattordecimpunctatum* (Norton), in a lateral view. The figure is divided into three main sections: the head, thorax, and abdomen, each labeled with critical anatomical components. 

Key features include the scape and ocellus in the head, which are essential for sensory perception, and the mesopleuron and metapleuron in the thorax, which play significant roles in locomotion. The abdomen features important structures such as the terga (segments 1 to 10) and the ovipositor sheath, contributing to reproductive processes. The coxae (procxa, mesocoxa, metacoxa) are emphasized for their function in appendage articulation. This figure serves as a vital reference for understanding the intricate anatomy of this Hymenoptera species."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,22.0,Image,,4,HOTW-Figures/pg_22_img_4.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_22_img_4.png,"Fig. 4 from ""Hymenoptera of the World (1993)"" by Charles D. Michener illustrates the primary morphological divisions and structures of a species within the genus Apocrita, specifically *Nomada sp.* This dorsal view highlights key anatomical components critical for identification and classification within the Hymenoptera order.

The labeled sections include the **head**, featuring the **scape**, **occellus**, and **eye**, which are significant for sensory functions. The **mesosoma** comprises structures like the **mesoscutum**, **tegula**, and **scutellum**, playing essential roles in locomotion and wing attachment. The **metasoma** encompasses the **metacoxa** and structures 1 through 5, culminating in the **ovipositor** (sting), a crucial feature for reproduction. The **cercus** is also noted, contributing to various behaviors in this insect. This comprehensive diagram serves as a valuable reference for entomologists studying Hymenoptera morphology."
Hymenoptera of the World,1993,John I Huber,HOTWPublisher,23.0,Image,,5,HOTW-Figures/pg_23_img_5.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/HOTW-Figures/pg_23_img_5.png,"Figure 5 from *Hymenoptera of the World (1993)* by Charles D. Michener illustrates the main morphological divisions and structures of a species of Apocrita, *Nomada sp.* (Anthophoridae), depicted in a lateral view. The figure is divided into three primary sections: the head, mesosoma, and metasoma. 

Key labeled components include the head featuring critical sensory structures such as the scape, ocellus, and eye, which are vital for navigation and environmental interaction. The mesosoma displays important segments including the propleuron, pronotum, and metanotum, each contributing to locomotion and flight capabilities. The metasoma is highlighted by the sternum, tergum, and ovipositor; the latter is essential for reproduction. 

The detailed labeling of these components underscores the complexity of insect anatomy and provides insights into the functional adaptations of this species, crucial for studies in entomology and ecology."
Bees of the World,2007,Daniel C. Danforth,BOTWPublisher,1.0,Text,"/. INEStS and rood otorage
The nests of bees are the places where their young are
reared. They are always to some degree made by the
mother, or, in social bees, by the workers. Nests and es-
pecially cells, their provisions, and larval behavior are full
of meaningful details of importance not only for bee sur-
vival but also for our understanding of adaptations and of",,,,
Bees of the World,2007,Daniel C. Danforth,BOTWPublisher,1.0,Text,"phylogeny. Malyshev’s many papers were among the most
important and detailed early studies of these matters, cul-
minating in his summary work (Malyshev, 1935). Some
of the best and most critical recent accounts are in Rozen’s
papers. References to many papers that include informa-
tion on nest architecture are in the accounts of taxa in later
parts of this book. General accounts were by Michener",,,,
Bees of the World,2007,Daniel C. Danforth,BOTWPublisher,1.0,Text,"(1961a), Iwata (1976), Radchenko and Pesenko (1994a,
b), and Radchenko (1995), and detailed summary ac-
counts of certain taxa are those by Wille and Michener
(1973) for the Meliponini and by Sakagami and Mich-
ener (1962) for the Halictinae.
Bee nests ordinarily contain or consist of brood cells
(Fig. 7-1). A cell serves to protect the delicate immature
) oy
fm, Te Gm
ag een
Ppa fits
ES ee,",,,,
Bees of the World,2007,Daniel C. Danforth,BOTWPublisher,1.0,Text,"ag een
Ppa fits
ES ee,
ye @!
ares AS
Oe 4
ae :
2 a
we
r f eH
grr ff (¢ es
Ws pee / aa
a 6
a hy
ewe ; \
-« i
, ve Pty ef
= i, fa |
i a 820
Figure 7-1. Cells of an anthidiine bee, Dianthidium concinnum
(Cresson), made of pebbles and resin, constructed on an elm twig
in Kansas. Emergence openings are shown on righthand photo-
graph. From Fischer, 1951.",,,,
Bees of the World,2007,Daniel C. Danforth,BOTWPublisher,1.0,Text,"stages, and in most cases the food, of the growing larva.
It is the space in which a single immature bee grows, al-
though in most species of Bombus a cluster of eggs is
placed together in a small wax cell, and the cell is en-
larged as the resulting larvae grow. Except in Bombus,
cells are big enough initially to contain one mature bee
each.",,,,
Bees Of The World,2007,Daniel C. Danforth,BOTWPublisher,,Text,"Characteristics of the Family Megachilidae, Based on Adults: Labial palpus with ﬁrst two segments elongate (Fig. 33-1a), ﬂattened, the last two segments small, usually diverging laterally from axis of ﬁrst two, not ﬂattened, rarely absent; galeal comb absent or rarely weakly indicated; stipital comb and concavity commonly present (Figs. 19-1a, 33-1b); galeal blade elongate, commonly as long as or longer than stipes (Fig. 33-1b); volsella frequently absent or difﬁcult to recognize, rarely with distinct digitus and cuspis [L-T (long-tongued) bees]",,,,
Bees Of The World,2007,Daniel C. Danforth,BOTWPublisher,,Text,"Characteristics of the Family Megachilidae, Based on Adults: Labrum with basolateral angles enlarged, base forming broad articulation with clypeus, labrum thus widest at base (Fig. 33-2a); labrum at least 0.8 times as long as broad and usually as long as broad or longer; forewing with two submarginal cells, usually about equal in length (except with three in Fideliini); scopa, when present, restricted to metasomal sterna",,,,
Bees Of The World,2007,Daniel C. Danforth,BOTWPublisher,,Text,"Characteristics of the Family Apidae, Based on Adults: Labial palpus with ﬁrst two segments elongate (Fig. 33-1a), ﬂattened, the last two segments small, usually diverging laterally from axis of ﬁrst two, not ﬂattened, rarely absent; galeal comb absent or rarely weakly indicated; stipital comb and concavity commonly present (Figs. 19-1a, 33-1b); galeal blade elongate, commonly as long as or longer than stipes (Fig. 33-1b); volsella frequently absent or difﬁcult to recognize, rarely with distinct digitus and cuspis [L-T (long-tongued) bees]",,,,
Bees Of The World,2007,Daniel C. Danforth,BOTWPublisher,,Text,"Characteristics of the Family Apidae, Based on Adults: Labrum with basolateral angles little developed, articu lation with clypeus thus narrower than full width of labrum (Fig. 33-2b); labrum usually broader than long, but in some parasitic forms (where scopa is absent) labrum elongate; forewing with two or three submarginal cells, rarely only one; scopa, when present, on hind leg, particularly the tibia, and usually absent on metasomal sterna",,,,
Bees Of The World,2007,Daniel C. Danforth,BOTWPublisher,,Text,"Characteristics of the Family Andreninae and Panurginae (Andrenidae), Based on Adults: Labial palpus with the four segments similar to one another (Fig. 33-1c), or ﬁrst or rarely ﬁrst two elongate but not much ﬂattened; galeal comb commonly present; stipital comb and concavity absent (Fig. 33-1d); galeal blade usually shorter than stipes (Fig. 33-1d); volsella commonly well developed, usually with recognizable digitus and cuspis [S-T (short-tongued) bees]",,,,
BOTW,2007,BOTWAuthor.,BOTWPublisher,23.0,Image,,7-2,BOTW-Figures/page_23_img_7-2.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/BOTW-Figures/page_23_img_7-2.png,"Figure 7-2 from ""Bees of the World"" by Daniel C. Danforth illustrates the underground nest structures of the eucerine bee, Peponapis fervens, in Brazil. The figure presents a mature nest alongside newer nests, showcasing variations in nest architecture. The mature nest is depicted with obscured lateral burrows filled with earth, indicating the nest's evolutionary adaptation to protect its structure and contents. In contrast, the newer nests each feature a single, clearly visible lateral burrow, which is newly constructed and unprovisioned. This comparison highlights the developmental stages of the nest and the bee's method of expanding and securing its reproductive site. The diagram serves as a visual explanation of the nesting behavior of Peponapis fervens, emphasizing the strategic placement and construction of lateral burrows to optimize survival and reproduction."
BOTW,2007,BOTWAuthor.,BOTWPublisher,24.0,Image,,7-3,BOTW-Figures/page_24_img_7-3.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/BOTW-Figures/page_24_img_7-3.png,"Figure 7-3 from ""Bees of the World"" by Daniel C. Danforth illustrates the nesting structure of the colonial halictine bee, Halictus ligatus Say, as excavated in soil in Trinidad. This diagram specifically focuses on the arrangement of sessile cells within the nest. The figure effectively shows the spatial layout and developmental stages of the bee larvae within these cells. Key labeled components include cells marked with dots, which represent abandoned, earth-filled cells. Other cells are labeled to indicate their contents: 'e' for empty, 'E' for egg, 'SL' for small larva, 'ML' for medium-sized larva, and 'PP' for a large larva, usually in the prepupal stage. This detailed labeling helps in understanding the life cycle stages and nest occupancy, providing insights into the reproductive and developmental biology of Halictus ligatus. The diagram serves as a valuable visual aid for comprehending the complex life processes and nest architecture of this bee species."
BOTW,2007,BOTWAuthor.,BOTWPublisher,25.0,Image,,7-5,BOTW-Figures/page_25_img_7-5.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/BOTW-Figures/page_25_img_7-5.png,"Figure 7-5 from ""Bees of the World"" by Daniel C. Danforth illustrates the nests of Augochlorella striata (Provancher) excavated into soil. The figure features two main components: at the left, a cluster of cells exposed by digging, and at the center, a detailed view of a single nest. These components highlight the construction techniques of Augochlorella striata, showcasing the smooth earthen layers lining the cells and the application of a waxlike material. This figure effectively demonstrates the natural engineering skills of these bees, emphasizing their ability to modify and utilize soil materials to create protective environments for their offspring. The visual representation aids in understanding the text's discussion on the nesting behavior of soil-excavating bees and refutes earlier views that such sophisticated construction does not occur."
BOTW,2007,BOTWAuthor.,BOTWPublisher,26.0,Image,,7-6,BOTW-Figures/page_26_img_7-6.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/BOTW-Figures/page_26_img_7-6.png,"Figure 7-6 from ""Bees of the World"" by Daniel C. Danforth illustrates the nesting behavior of Heriades spiniscutis (Cameron) in dead, dry stems. This figure provides a visual comparison of three different nests, highlighting variations in construction techniques within the species. One nest, located on the right side of the figure, features thin partitions made of pith fragments between the cells, which are indicated by horizontal lines. The other two nests depicted do not have any partitions between the cells. This figure effectively demonstrates the variability in cell partitioning in Megachilidae bee nests, specifically showing how Heriades spiniscutis may or may not use partitions, which are crucial for understanding nesting ecology and behavior in this species. The figure underscores the adaptability and resource utilization of these bees in their natural habitat."
BOTW,2007,BOTWAuthor.,BOTWPublisher,34.0,Image,,8-1,BOTW-Figures/page_34_img_8-1.png,https://ccber-tester-bucket.s3.us-east-1.amazonaws.com/BOTW-Figures/page_34_img_8-1.png,"Figure 8-1 from ""Bees of the World"" by Daniel C. Danforth illustrates the proboscidial structures of parasitic and nonparasitic allodapine bees, focusing on the maxilla and labium. This figure compares the anatomical features of two parasitic species, Eucondylops reducta Michener and Nasutapis straussorum Michener (labeled as a and b), with those of a nonparasitic species, Allodapula melanopus (Cameron), labeled as c. The key components highlighted are the maxilla (left side of each pair) and the labium (right side of each pair), which are essential for feeding behaviors in bees. The illustration is scaled uniformly across all species to emphasize the morphological differences, particularly showing the reduction in size of these structures in the parasitic species compared to the nonparasitic species. This visual comparison underscores evolutionary adaptations linked to the bees' parasitic or nonparasitic lifestyles."
